VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,PurchasePrice,ActualPrice,Volume,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
7153,PINE STATE TRADING CO,24925,Immersion Red,5.0,62.9,12.58,18.99,750,5.0,94.95,18.99,0.56,15884.82,32.05,33.75461,1.0,1.50954
7153,PINE STATE TRADING CO,24925,Immersion Red,5.0,62.9,12.58,18.99,750,5.0,94.95,18.99,0.56,15884.82,32.05,33.75461,1.0,1.50954
9165,ULTRA BEVERAGE COMPANY LLP,846,Chinaco Anejo Tequila,1.0,52.34,52.34,66.99,750,1.0,66.99,66.99,0.79,68054.7,14.65,21.86894,1.0,1.2799
9165,ULTRA BEVERAGE COMPANY LLP,846,Chinaco Anejo Tequila,1.0,52.34,52.34,66.99,750,1.0,66.99,66.99,0.79,68054.7,14.65,21.86894,1.0,1.2799
9552,M S WALKER INC,17929,Giorgio & Gianni Lambrusco,12.0,72.84,6.07,8.99,750,12.0,107.88,8.99,1.35,55551.82,35.04,32.48053,1.0,1.48105
9552,M S WALKER INC,17929,Giorgio & Gianni Lambrusco,12.0,72.84,6.07,8.99,750,12.0,107.88,8.99,1.35,55551.82,35.04,32.48053,1.0,1.48105
9744,FREDERICK WILDMAN & SONS,26876,Pol Roger Brut Vintage,27.0,1459.35,54.05,79.99,750,94.0,7519.06,559.93,10.57,3999.93,6059.71,80.59132,3.48148,5.15233
9744,FREDERICK WILDMAN & SONS,26876,Pol Roger Brut Vintage,27.0,1459.35,54.05,79.99,750,36.0,2879.64,399.95,4.05,3999.93,1420.29,49.32179,1.33333,1.97323
9744,FREDERICK WILDMAN & SONS,26876,Pol Roger Brut Vintage,27.0,1459.35,54.05,79.99,750,94.0,7519.06,559.93,10.57,3999.93,6059.71,80.59132,3.48148,5.15233
9744,FREDERICK WILDMAN & SONS,26876,Pol Roger Brut Vintage,27.0,1459.35,54.05,79.99,750,36.0,2879.64,399.95,4.05,3999.93,1420.29,49.32179,1.33333,1.97323
9819,TREASURY WINE ESTATES,34761,Meridian Pnt Grigio Cal,12.0,87.36,7.28,10.99,750,12.0,131.88,10.99,1.35,14836.57,44.52,33.75796,1.0,1.50962
9819,TREASURY WINE ESTATES,34761,Meridian Pnt Grigio Cal,12.0,87.36,7.28,10.99,750,12.0,131.88,10.99,1.35,14836.57,44.52,33.75796,1.0,1.50962
10754,PERFECTA WINES,21449,Chateau d'Issan Margaux,6.0,217.38,36.23,69.99,750,5.0,269.95,215.96,0.55,28720.52,52.57,19.47398,0.83333,1.24183
10754,PERFECTA WINES,21449,Chateau d'Issan Margaux,6.0,217.38,36.23,69.99,750,7.0,377.93,107.98,0.78,28720.52,160.55,42.48141,1.16667,1.73857
10754,PERFECTA WINES,21449,Chateau d'Issan Margaux,6.0,217.38,36.23,69.99,750,5.0,269.95,215.96,0.55,28720.52,52.57,19.47398,0.83333,1.24183
10754,PERFECTA WINES,21449,Chateau d'Issan Margaux,6.0,217.38,36.23,69.99,750,7.0,377.93,107.98,0.78,28720.52,160.55,42.48141,1.16667,1.73857
10754,PERFECTA WINES,34397,Valckenberg Madonna Spatlese,12.0,105.36,8.78,12.99,750,12.0,155.88,12.99,1.35,28720.52,50.52,32.40955,1.0,1.4795
10754,PERFECTA WINES,34397,Valckenberg Madonna Spatlese,12.0,105.36,8.78,12.99,750,12.0,155.88,12.99,1.35,28720.52,50.52,32.40955,1.0,1.4795
12546,JIM BEAM BRANDS COMPANY,3068,Pinnacle Coconut Vodka,6.0,44.46,7.41,12.99,750,6.0,77.94,12.99,4.72,123880.97,33.48,42.95612,1.0,1.75304
12546,JIM BEAM BRANDS COMPANY,3068,Pinnacle Coconut Vodka,6.0,44.46,7.41,12.99,750,6.0,77.94,12.99,4.72,123880.97,33.48,42.95612,1.0,1.75304
17035,PERNOD RICARD USA,3061,Absolut Grapevine Vodka,88.0,996.16,11.32,16.99,750,97.0,1405.53,1101.24,76.49,123780.22,409.37,29.12567,1.10227,1.41095
17035,PERNOD RICARD USA,3061,Absolut Grapevine Vodka,88.0,996.16,11.32,16.99,750,81.0,1194.69,857.92,63.85,123780.22,198.53,16.6177,0.92045,1.1993
17035,PERNOD RICARD USA,3061,Absolut Grapevine Vodka,88.0,996.16,11.32,16.99,750,93.0,1347.57,1057.77,73.34,123780.22,351.41,26.07731,1.05682,1.35276
17035,PERNOD RICARD USA,3061,Absolut Grapevine Vodka,88.0,996.16,11.32,16.99,750,85.0,1252.65,930.37,67.02,123780.22,256.49,20.47579,0.96591,1.25748
90024,VINILANDIA USA,19867,Tierra de Antes Malbec Mndza,24.0,74.4,3.1,10.99,750,17.0,76.33,13.47,1.91,2802.64,1.93,2.52849,0.70833,1.02594
90024,VINILANDIA USA,19867,Tierra de Antes Malbec Mndza,24.0,74.4,3.1,10.99,750,17.0,76.33,13.47,1.91,2802.64,1.93,2.52849,0.70833,1.02594
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,70.0,428.4,6.12,8.99,750,56.0,503.44,179.8,6.24,8014.98,75.04,14.90545,0.8,1.17516
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,70.0,428.4,6.12,8.99,750,50.0,449.5,188.79,5.57,8014.98,21.1,4.6941,0.71429,1.04925
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,70.0,428.4,6.12,8.99,750,175.0,1573.25,611.32,19.52,8014.98,1144.85,72.76974,2.5,3.67239
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,70.0,428.4,6.12,8.99,750,267.0,2400.33,1177.69,29.69,8014.98,1971.93,82.15245,3.81429,5.60301
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,70.0,428.4,6.12,8.99,750,56.0,503.44,179.8,6.24,8014.98,75.04,14.90545,0.8,1.17516
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,70.0,428.4,6.12,8.99,750,91.0,818.09,233.74,10.17,8014.98,389.69,47.63412,1.3,1.90964
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,70.0,428.4,6.12,8.99,750,151.0,1357.49,692.23,16.79,8014.98,929.09,68.44176,2.15714,3.16874
1650,Circa Wines,24148,Roncolato Valpo Super S Barb,12.0,115.92,9.66,14.49,750,12.0,173.88,28.98,1.36,211.97,57.96,33.33333,1.0,1.5
1650,Circa Wines,24148,Roncolato Valpo Super S Barb,12.0,115.92,9.66,14.49,750,12.0,173.88,28.98,1.36,211.97,57.96,33.33333,1.0,1.5
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,5.0,210.5,42.1,63.99,750,4.0,255.96,191.97,0.44,19016.59,45.46,17.76059,0.8,1.21596
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,5.0,210.5,42.1,63.99,750,6.0,383.94,127.98,0.67,19016.59,173.44,45.17373,1.2,1.82394
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,5.0,210.5,42.1,63.99,750,4.0,255.96,191.97,0.44,19016.59,45.46,17.76059,0.8,1.21596
2000,SOUTHERN WINE & SPIRITS NE,23295,Ch Giscours Margaux 11 Gr Cr,5.0,210.5,42.1,63.99,750,6.0,383.94,127.98,0.67,19016.59,173.44,45.17373,1.2,1.82394
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,52.0,571.48,98.91,2.93,144929.24,167.35,29.28361,0.91228,1.4141
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,84.0,923.16,197.82,4.76,144929.24,519.03,56.22319,1.47368,2.28431
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,74.0,813.26,351.68,4.22,144929.24,409.13,50.3074,1.29825,2.01237
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,90.0,989.1,395.64,5.12,144929.24,584.97,59.14164,1.57895,2.44748
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,77.0,846.23,340.69,4.38,144929.24,442.1,52.24348,1.35088,2.09395
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,122.0,1340.78,417.62,6.9,144929.24,936.65,69.85859,2.14035,3.31769
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,56.0,615.44,120.89,3.15,144929.24,211.31,34.33478,0.98246,1.52288
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,38.0,417.62,98.91,2.16,144929.24,13.49,3.23021,0.66667,1.03338
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,58.0,637.42,164.85,3.29,144929.24,233.29,36.5991,1.01754,1.57726
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,72.0,791.28,329.7,4.1,144929.24,387.15,48.92705,1.26316,1.95798
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,94.0,1033.06,428.61,5.35,144929.24,628.93,60.8803,1.64912,2.55626
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,81.0,890.19,373.66,4.62,144929.24,486.06,54.60183,1.42105,2.20273
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,57.0,404.13,7.09,10.99,375,114.0,1252.86,351.68,6.43,144929.24,848.73,67.7434,2.0,3.10014
4425,MARTIGNETTI COMPANIES,20222,Nantucket Vyd Chard,1.0,9.99,9.99,14.99,750,1.0,14.99,14.99,0.11,144929.24,5.0,33.35557,1.0,1.5005
4425,MARTIGNETTI COMPANIES,20222,Nantucket Vyd Chard,1.0,9.99,9.99,14.99,750,1.0,14.99,14.99,0.11,144929.24,5.0,33.35557,1.0,1.5005
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,3.0,158.97,158.97,0.33,144929.24,122.43,77.01453,3.0,4.35057
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,4.0,211.96,105.98,0.45,144929.24,175.42,82.7609,4.0,5.80077
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,2.0,105.98,105.98,0.22,144929.24,69.44,65.5218,2.0,2.90038
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,4.0,211.96,105.98,0.45,144929.24,175.42,82.7609,4.0,5.80077
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,2.0,105.98,52.99,0.22,144929.24,69.44,65.5218,2.0,2.90038
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,3.0,158.97,158.97,0.33,144929.24,122.43,77.01453,3.0,4.35057
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,4.0,211.96,105.98,0.45,144929.24,175.42,82.7609,4.0,5.80077
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,2.0,105.98,105.98,0.22,144929.24,69.44,65.5218,2.0,2.90038
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,4.0,211.96,105.98,0.45,144929.24,175.42,82.7609,4.0,5.80077
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,1.0,52.99,52.99,0.11,144929.24,16.45,31.04359,1.0,1.45019
4425,MARTIGNETTI COMPANIES,24260,Red Car Ritchie Vyd Chard,1.0,36.54,36.54,52.99,750,2.0,105.98,52.99,0.22,144929.24,69.44,65.5218,2.0,2.90038
4425,MARTIGNETTI COMPANIES,31482,Treana White Table Central,12.0,146.88,12.24,17.99,750,12.0,215.88,17.99,1.35,144929.24,69.0,31.9622,1.0,1.46977
4425,MARTIGNETTI COMPANIES,31482,Treana White Table Central,12.0,146.88,12.24,17.99,750,12.0,215.88,17.99,1.35,144929.24,69.0,31.9622,1.0,1.46977
9165,ULTRA BEVERAGE COMPANY LLP,9035,Tempus Fugit Gran Classico,1.0,30.3,30.3,39.99,750,1.0,39.99,39.99,0.79,68054.7,9.69,24.23106,1.0,1.3198
9165,ULTRA BEVERAGE COMPANY LLP,9035,Tempus Fugit Gran Classico,1.0,30.3,30.3,39.99,750,1.0,39.99,39.99,0.79,68054.7,9.69,24.23106,1.0,1.3198
9165,ULTRA BEVERAGE COMPANY LLP,12354,Mercer Pnt Gris,6.0,21.9,3.65,14.99,750,12.0,63.48,10.58,1.36,68054.7,41.58,65.50095,2.0,2.89863
9165,ULTRA BEVERAGE COMPANY LLP,12354,Mercer Pnt Gris,6.0,21.9,3.65,14.99,750,5.0,26.45,5.29,0.56,68054.7,4.55,17.20227,0.83333,1.20776
9165,ULTRA BEVERAGE COMPANY LLP,12354,Mercer Pnt Gris,6.0,21.9,3.65,14.99,750,12.0,63.48,10.58,1.36,68054.7,41.58,65.50095,2.0,2.89863
9165,ULTRA BEVERAGE COMPANY LLP,12354,Mercer Pnt Gris,6.0,21.9,3.65,14.99,750,5.0,26.45,5.29,0.56,68054.7,4.55,17.20227,0.83333,1.20776
9206,PHILLIPS PRODUCTS CO.,1697,Phillips Union Cherry Whisky,6.0,107.76,17.96,22.99,750,6.0,137.94,22.99,4.72,2211.83,30.18,21.87908,1.0,1.28007
9206,PHILLIPS PRODUCTS CO.,1697,Phillips Union Cherry Whisky,6.0,107.76,17.96,22.99,750,6.0,137.94,22.99,4.72,2211.83,30.18,21.87908,1.0,1.28007
9552,M S WALKER INC,24305,Marquis d Gelida Brut Rsv,41.0,458.38,11.18,18.99,750,28.0,475.72,50.97,3.14,55551.82,17.34,3.645,0.68293,1.03783
9552,M S WALKER INC,24305,Marquis d Gelida Brut Rsv,41.0,458.38,11.18,18.99,750,30.0,509.7,118.93,3.36,55551.82,51.32,10.06867,0.73171,1.11196
9552,M S WALKER INC,24305,Marquis d Gelida Brut Rsv,41.0,458.38,11.18,18.99,750,30.0,509.7,322.81,3.33,55551.82,51.32,10.06867,0.73171,1.11196
9552,M S WALKER INC,24305,Marquis d Gelida Brut Rsv,41.0,458.38,11.18,18.99,750,28.0,475.72,50.97,3.14,55551.82,17.34,3.645,0.68293,1.03783
9552,M S WALKER INC,24305,Marquis d Gelida Brut Rsv,41.0,458.38,11.18,18.99,750,30.0,509.7,118.93,3.36,55551.82,51.32,10.06867,0.73171,1.11196
9552,M S WALKER INC,24305,Marquis d Gelida Brut Rsv,41.0,458.38,11.18,18.99,750,29.0,492.71,305.82,3.22,55551.82,34.33,6.96759,0.70732,1.07489
9552,M S WALKER INC,24572,Galerie Latro Cab S Knights,2.0,66.66,33.33,49.99,750,6.0,299.94,149.97,0.67,55551.82,233.28,77.77556,3.0,4.49955
9552,M S WALKER INC,24572,Galerie Latro Cab S Knights,2.0,66.66,33.33,49.99,750,5.0,249.95,199.96,0.55,55551.82,183.29,73.33067,2.5,3.74962
9552,M S WALKER INC,24572,Galerie Latro Cab S Knights,2.0,66.66,33.33,49.99,750,3.0,149.97,149.97,0.33,55551.82,83.31,55.55111,1.5,2.24977
9552,M S WALKER INC,24572,Galerie Latro Cab S Knights,2.0,66.66,33.33,49.99,750,2.0,99.98,99.98,0.22,55551.82,33.32,33.32667,1.0,1.49985
9552,M S WALKER INC,24572,Galerie Latro Cab S Knights,2.0,66.66,33.33,49.99,750,5.0,249.95,99.98,0.56,55551.82,183.29,73.33067,2.5,3.74962
9552,M S WALKER INC,24572,Galerie Latro Cab S Knights,2.0,66.66,33.33,49.99,750,5.0,249.95,199.96,0.55,55551.82,183.29,73.33067,2.5,3.74962
9552,M S WALKER INC,24572,Galerie Latro Cab S Knights,2.0,66.66,33.33,49.99,750,3.0,149.97,149.97,0.33,55551.82,83.31,55.55111,1.5,2.24977
10754,PERFECTA WINES,36071,Ch La Mondot 10,3.0,867.54,289.18,598.99,750,3.0,1283.97,427.99,0.34,28720.52,416.43,32.433,1.0,1.48001
10754,PERFECTA WINES,36071,Ch La Mondot 10,3.0,867.54,289.18,598.99,750,3.0,1283.97,427.99,0.34,28720.52,416.43,32.433,1.0,1.48001
12546,JIM BEAM BRANDS COMPANY,2765,Laphroaig 18 Yr Single Malt,18.0,1082.52,60.14,79.99,750,25.0,1999.75,959.88,19.68,123880.97,917.23,45.86723,1.38889,1.84731
12546,JIM BEAM BRANDS COMPANY,2765,Laphroaig 18 Yr Single Malt,18.0,1082.52,60.14,79.99,750,25.0,1999.75,959.88,19.68,123880.97,917.23,45.86723,1.38889,1.84731
17035,PERNOD RICARD USA,2216,Seagrams Extra Dry Gin,144.0,924.48,6.42,8.99,1000,144.0,1294.56,8.99,151.2,123780.22,370.08,28.58732,1.0,1.40031
17035,PERNOD RICARD USA,2216,Seagrams Extra Dry Gin,144.0,924.48,6.42,8.99,1000,144.0,1294.56,8.99,151.2,123780.22,370.08,28.58732,1.0,1.40031
17035,PERNOD RICARD USA,21690,Kenwood Chard 12,39.0,216.45,5.55,8.49,750,29.0,246.21,50.94,3.26,123780.22,29.76,12.08724,0.74359,1.13749
17035,PERNOD RICARD USA,21690,Kenwood Chard 12,39.0,216.45,5.55,8.49,750,177.0,1502.73,390.54,19.83,123780.22,1286.28,85.59621,4.53846,6.94262
17035,PERNOD RICARD USA,21690,Kenwood Chard 12,39.0,216.45,5.55,8.49,750,33.0,280.17,67.92,3.71,123780.22,63.72,22.74333,0.84615,1.29439
17035,PERNOD RICARD USA,21690,Kenwood Chard 12,39.0,216.45,5.55,8.49,750,185.0,1570.65,424.5,20.71,123780.22,1354.2,86.21908,4.74359,7.25641
90047,CRUSH WINES,26327,Cellier des Dauphines CdR,12.0,63.48,5.29,7.99,750,12.0,95.88,7.99,1.35,1457.73,32.4,33.79224,1.0,1.5104
90047,CRUSH WINES,26327,Cellier des Dauphines CdR,12.0,63.48,5.29,7.99,750,12.0,95.88,7.99,1.35,1457.73,32.4,33.79224,1.0,1.5104
653,STATE WINE & SPIRITS,19655,Manifesto! Svgn Bl,12.0,88.56,7.38,10.99,750,12.0,131.88,10.99,1.35,8014.98,43.32,32.84804,1.0,1.48916
653,STATE WINE & SPIRITS,19655,Manifesto! Svgn Bl,12.0,88.56,7.38,10.99,750,12.0,131.88,10.99,1.35,8014.98,43.32,32.84804,1.0,1.48916
653,STATE WINE & SPIRITS,20333,Mommy's Time Out Delicious R,3.0,21.54,7.18,10.99,750,2.0,21.98,21.98,0.22,8014.98,0.44,2.00182,0.66667,1.02043
653,STATE WINE & SPIRITS,20333,Mommy's Time Out Delicious R,3.0,21.54,7.18,10.99,750,4.0,43.96,21.98,0.45,8014.98,22.42,51.00091,1.33333,2.04085
653,STATE WINE & SPIRITS,20333,Mommy's Time Out Delicious R,3.0,21.54,7.18,10.99,750,2.0,21.98,21.98,0.22,8014.98,0.44,2.00182,0.66667,1.02043
653,STATE WINE & SPIRITS,20333,Mommy's Time Out Delicious R,3.0,21.54,7.18,10.99,750,4.0,43.96,21.98,0.45,8014.98,22.42,51.00091,1.33333,2.04085
7153,PINE STATE TRADING CO,14344,Sassy Bitch Pnt Noir,12.0,98.52,8.21,11.99,750,12.0,143.88,11.99,1.35,15884.82,45.36,31.52627,1.0,1.46041
7153,PINE STATE TRADING CO,14344,Sassy Bitch Pnt Noir,12.0,98.52,8.21,11.99,750,12.0,143.88,11.99,1.35,15884.82,45.36,31.52627,1.0,1.46041
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,60.0,599.4,399.6,6.65,68054.7,20.64,3.44344,0.71429,1.03566
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,62.0,619.38,469.53,6.85,68054.7,40.62,6.55817,0.7381,1.07018
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,92.0,919.08,609.39,10.18,68054.7,340.32,37.02833,1.09524,1.58802
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,64.0,639.36,509.49,7.04,68054.7,60.6,9.47823,0.7619,1.10471
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,62.0,619.38,289.71,6.91,68054.7,40.62,6.55817,0.7381,1.07018
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,65.0,649.35,439.56,7.2,68054.7,70.59,10.87087,0.77381,1.12197
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,59.0,589.41,459.54,6.51,68054.7,10.65,1.80689,0.70238,1.0184
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,84.0,578.76,6.89,11.99,750,106.0,1058.94,719.28,11.72,68054.7,480.18,45.34535,1.2619,1.82967
9552,M S WALKER INC,21260,Benvolio Toscana Rosso,48.0,421.44,8.78,12.99,750,36.0,467.64,25.98,4.05,55551.82,46.2,9.87939,0.75,1.10962
9552,M S WALKER INC,21260,Benvolio Toscana Rosso,48.0,421.44,8.78,12.99,750,36.0,467.64,25.98,4.05,55551.82,46.2,9.87939,0.75,1.10962
9552,M S WALKER INC,33586,Fattoria Del Cerro Vino Nob,12.0,105.84,8.82,19.99,750,12.0,161.88,13.49,1.35,55551.82,56.04,34.61824,1.0,1.52948
9552,M S WALKER INC,33586,Fattoria Del Cerro Vino Nob,12.0,105.84,8.82,19.99,750,16.0,215.84,53.96,1.79,55551.82,110.0,50.96368,1.33333,2.0393
9552,M S WALKER INC,33586,Fattoria Del Cerro Vino Nob,12.0,105.84,8.82,19.99,750,12.0,161.88,13.49,1.35,55551.82,56.04,34.61824,1.0,1.52948
9552,M S WALKER INC,33586,Fattoria Del Cerro Vino Nob,12.0,105.84,8.82,19.99,750,17.0,229.33,67.45,1.9,55551.82,123.49,53.84817,1.41667,2.16676
10754,PERFECTA WINES,20507,Ch la Pointe Pomerol,21.0,433.44,20.64,31.99,750,21.0,671.79,255.92,2.34,28720.52,238.35,35.47984,1.0,1.5499
10754,PERFECTA WINES,20507,Ch la Pointe Pomerol,21.0,433.44,20.64,31.99,750,14.0,447.86,255.92,1.55,28720.52,14.42,3.21976,0.66667,1.03327
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,13.0,194.87,74.95,10.24,123880.97,184.09,94.46811,13.0,18.07699
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,20.0,299.8,74.95,15.76,123880.97,289.02,96.40427,20.0,27.81076
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,7.0,104.93,74.95,5.52,123880.97,94.15,89.72648,7.0,9.73377
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,3.0,44.97,44.97,2.37,123880.97,34.19,76.02846,3.0,4.17161
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,13.0,194.87,89.94,10.24,123880.97,184.09,94.46811,13.0,18.07699
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,2.0,29.98,29.98,1.58,123880.97,19.2,64.0427,2.0,2.78108
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,21.0,314.79,119.92,16.54,123880.97,304.01,96.57549,21.0,29.2013
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,21.0,314.79,239.84,16.57,123880.97,304.01,96.57549,21.0,29.2013
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,58.0,869.42,284.81,45.68,123880.97,858.64,98.76009,58.0,80.65121
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,9.0,134.91,29.98,7.09,123880.97,124.13,92.00949,9.0,12.51484
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,4.0,59.96,44.97,3.15,123880.97,49.18,82.02135,4.0,5.56215
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,20.0,299.8,74.95,15.76,123880.97,289.02,96.40427,20.0,27.81076
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,7.0,104.93,74.95,5.52,123880.97,94.15,89.72648,7.0,9.73377
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,3.0,44.97,44.97,2.37,123880.97,34.19,76.02846,3.0,4.17161
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,13.0,194.87,89.94,10.24,123880.97,184.09,94.46811,13.0,18.07699
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,2.0,29.98,29.98,1.58,123880.97,19.2,64.0427,2.0,2.78108
12546,JIM BEAM BRANDS COMPANY,3406,Skinnygirl Tangerine Vodka,1.0,10.78,10.78,14.99,750,35.0,524.65,254.83,27.58,123880.97,513.87,97.9453,35.0,48.66883
