VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,PurchasePrice,ActualPrice,Volume,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,12253,Cecchi Natio Organic Chianti,2.0,10.44,5.22,14.99,750,29.0,231.71,119.85,3.23,68054.7,221.27,95.49437,14.5,22.19444
9165,ULTRA BEVERAGE COMPANY LLP,15549,CastelGiocondo Brunello 07,80.0,2206.4,27.58,39.99,750,144.0,5758.56,2919.27,16.03,68054.7,3552.16,61.68487,1.8,2.60993
9165,ULTRA BEVERAGE COMPANY LLP,15575,Monte Faliesi Falanghina,423.0,2487.24,5.88,8.99,750,393.0,3533.07,1744.06,43.71,68054.7,1045.83,29.60117,0.92908,1.42048
9165,ULTRA BEVERAGE COMPANY LLP,17100,Z-52 Znfdl Lodi Old Vines,3.0,15.57,5.19,7.99,750,159.0,1270.41,719.1,17.66,68054.7,1254.84,98.77441,53.0,81.59345
9165,ULTRA BEVERAGE COMPANY LLP,18628,Viberti Bricco Airoli,3.0,58.77,19.59,28.99,750,11.0,318.89,260.91,1.21,68054.7,260.12,81.57045,3.66667,5.42607
9165,ULTRA BEVERAGE COMPANY LLP,19169,Anterra Chardonnay,70.0,378.0,5.4,7.99,750,184.0,1470.16,806.99,20.43,68054.7,1092.16,74.28851,2.62857,3.88931
9165,ULTRA BEVERAGE COMPANY LLP,20132,Jos Phelps Insignia 2010 Red,17.0,1440.92,84.76,179.99,750,63.0,8063.37,2175.83,7.08,68054.7,6622.45,82.13005,3.70588,5.59599
9165,ULTRA BEVERAGE COMPANY LLP,20216,Conti Zecca Negroamaro 10,44.0,289.08,6.57,9.99,750,601.0,6003.99,2707.29,67.02,68054.7,5714.91,95.1852,13.65909,20.7693
9165,ULTRA BEVERAGE COMPANY LLP,21691,Tracia Syrah,1.0,5.17,5.17,7.49,750,6.0,44.94,37.45,0.66,68054.7,39.77,88.49577,6.0,8.69246
9165,ULTRA BEVERAGE COMPANY LLP,22447,Pizzolato Pnt Grigio,2096.0,9893.12,4.72,12.99,750,1992.0,13924.08,4983.87,222.79,68054.7,4030.96,28.94956,0.95038,1.40745
9165,ULTRA BEVERAGE COMPANY LLP,23381,Pacifica Cab Svgn/Merlot 11,84.0,987.84,11.76,17.99,750,144.0,2590.56,935.48,16.07,68054.7,1602.72,61.8677,1.71429,2.62245
9165,ULTRA BEVERAGE COMPANY LLP,23384,Dom Fouassier Sancerre 13,21.0,255.36,12.16,17.99,750,68.0,1223.32,413.77,7.59,68054.7,967.96,79.12566,3.2381,4.79057
9165,ULTRA BEVERAGE COMPANY LLP,23392,Stonehedge Amador 12 Znfdl,30.0,198.6,6.62,9.99,750,342.0,3416.58,1138.86,38.28,68054.7,3217.98,94.18717,11.4,17.20332
9165,ULTRA BEVERAGE COMPANY LLP,23393,Havens Cab Svgn 11,14.0,163.52,11.68,17.99,750,161.0,2896.39,1061.41,18.0,68054.7,2732.87,94.35435,11.5,17.71276
9165,ULTRA BEVERAGE COMPANY LLP,24101,Soli White Blend,12.0,64.32,5.36,7.99,750,401.0,3203.99,1605.99,44.73,68054.7,3139.67,97.9925,33.41667,49.81328
9165,ULTRA BEVERAGE COMPANY LLP,24379,Madison's Ranch Cab Svgn,1359.0,11932.02,8.78,12.99,750,1882.0,24447.18,5988.39,211.04,68054.7,12515.16,51.19265,1.38484,2.04887
9165,ULTRA BEVERAGE COMPANY LLP,24429,Baracchi O'Lillo,375.0,3037.5,8.1,11.99,750,758.0,9088.42,4172.52,84.51,68054.7,6050.92,66.57835,2.02133,2.99207
9165,ULTRA BEVERAGE COMPANY LLP,25188,Ch Les Granges Brdx,37.0,227.92,6.16,10.99,750,88.0,927.12,635.4,9.74,68054.7,699.2,75.41634,2.37838,4.06774
9552,M S WALKER INC,2727,Grand Macnish Black Edition,12.0,232.44,19.37,29.99,750,17.0,424.83,424.83,13.43,55551.82,192.39,45.28635,1.41667,1.8277
9552,M S WALKER INC,8151,St Elder Elderflower Liqueur,8.0,5.68,0.71,0.99,50,64.0,63.36,37.62,3.27,55551.82,57.68,91.03535,8.0,11.15493
9552,M S WALKER INC,18859,Mercat Brut Nature,15.0,145.05,9.67,14.99,750,12.0,179.88,14.99,1.35,55551.82,34.83,19.36291,0.8,1.24012
9552,M S WALKER INC,20075,Rampolla Sammarco Toscna IGT,2.0,73.82,36.91,79.99,750,4.0,219.96,164.97,0.44,55551.82,146.14,66.43935,2.0,2.97968
9552,M S WALKER INC,22475,MSH Cellars Svgn Bl Napa Vly,62.0,509.02,8.21,11.99,750,99.0,1187.01,431.64,11.05,55551.82,677.99,57.11746,1.59677,2.33195
9552,M S WALKER INC,23353,Parducci True Grit 11 Cab Sv,133.0,1456.35,10.95,15.99,750,628.0,10041.72,4701.06,70.01,55551.82,8585.37,85.49701,4.7218,6.89513
9552,M S WALKER INC,23355,Paul Dolan 12 Cab Svgn,1486.0,14265.6,9.6,14.49,750,1079.0,16174.21,4931.71,120.78,55551.82,1908.61,11.80033,0.72611,1.13379
9552,M S WALKER INC,23357,Saddleback Clrs 09 Cab Svgn,95.0,2328.45,24.51,37.99,750,274.0,10409.26,4216.89,30.56,55551.82,8080.81,77.63097,2.88421,4.47047
9552,M S WALKER INC,23395,Pavilion St Pierre Cdu Rhone,59.0,380.55,6.45,9.99,750,763.0,7622.37,2997.0,85.19,55551.82,7241.82,95.00746,12.9322,20.02988
10754,PERFECTA WINES,5335,Beniotome Sesame Shochu,1.0,22.21,22.21,29.99,750,29.0,869.71,659.78,22.88,28720.52,847.5,97.44628,29.0,39.15849
10754,PERFECTA WINES,10264,Fort Ross Pnt Nr Sonoma Cst,267.0,5233.2,19.6,29.99,750,212.0,6357.88,3118.96,23.62,28720.52,1124.68,17.68954,0.79401,1.21491
10754,PERFECTA WINES,23173,Four Star Cab Svgn,33.0,311.85,9.45,13.99,750,183.0,2560.17,1147.18,20.42,28720.52,2248.32,87.81917,5.54545,8.20962
12546,JIM BEAM BRANDS COMPANY,1005,Maker's Mark Combo Pack,247.0,6752.98,27.34,34.99,375,258.0,9027.42,5738.36,101.09,123880.97,2274.44,25.1948,1.04453,1.33681
12546,JIM BEAM BRANDS COMPANY,1006,Jim Beam Candy Cane 4/50mLs,89.0,279.46,3.14,3.99,50,149.0,594.51,147.63,7.73,123880.97,315.05,52.99322,1.67416,2.12735
12546,JIM BEAM BRANDS COMPANY,1035,Pinnacle Vodka Gift Pak,3.0,25.77,8.59,12.99,750,53.0,596.47,517.54,41.8,123880.97,570.7,95.67958,17.66667,23.14591
12546,JIM BEAM BRANDS COMPANY,1878,Jim Beam White BBQ Sauce Pak,5.0,53.25,10.65,16.49,750,52.0,781.48,529.15,40.99,123880.97,728.23,93.18601,10.4,14.67568
12546,JIM BEAM BRANDS COMPANY,2339,Alberta Rye Dark Batch,41.0,648.62,15.82,25.99,750,102.0,2242.98,1847.16,80.45,123880.97,1594.36,71.08222,2.4878,3.45808
12546,JIM BEAM BRANDS COMPANY,4073,Calico Jack Pin/Coc Rum,30.0,177.0,5.9,9.99,750,88.0,659.12,456.89,69.37,123880.97,482.12,73.14601,2.93333,3.72384
12546,JIM BEAM BRANDS COMPANY,8565,Skinnygirl Sprklng Margarita,63.0,495.81,7.87,9.99,750,54.0,691.46,444.65,42.58,123880.97,195.65,28.2952,0.85714,1.39461
17031,FLAG HILL WINERY & VINEYARD,41215,Flag Hill Wild Blueberry Fr,15.0,147.9,9.86,14.49,750,32.0,463.68,188.37,3.57,1573.31,315.78,68.103,2.13333,3.13509
17035,PERNOD RICARD USA,1033,Chivas Regal w/ 2 Glasses,6.0,138.42,23.07,31.99,750,31.0,977.69,913.71,24.48,123780.22,839.27,85.84214,5.16667,7.06321
17035,PERNOD RICARD USA,1037,JP Wiser's Rye w/ 2 Glasses,23.0,356.5,15.5,24.99,750,27.0,583.73,367.83,21.28,123780.22,227.23,38.92724,1.17391,1.63739
17035,PERNOD RICARD USA,1181,Kahlua Peppermint Mocha,69.0,760.38,11.02,13.99,750,57.0,1084.43,894.53,44.95,123780.22,324.05,29.88206,0.82609,1.42617
17035,PERNOD RICARD USA,5169,Kahlua Hazelnut,149.0,1817.8,12.2,18.99,750,118.0,1852.32,1306.67,92.97,123780.22,34.52,1.86361,0.79195,1.01899
17035,PERNOD RICARD USA,5653,Kahlua Cinnamon Spice,4.0,56.2,14.05,17.99,750,16.0,315.84,275.86,12.62,123780.22,259.64,82.20618,4.0,5.61993
17035,PERNOD RICARD USA,8063,Absolut Pears,17.0,27.03,1.59,1.99,50,57.0,113.43,73.63,2.89,123780.22,86.4,76.17033,3.35294,4.19645
90024,VINILANDIA USA,16370,Zinsane Znfdl Lodi,44.0,239.36,5.44,7.99,750,967.0,7726.33,3251.93,107.87,2802.64,7486.97,96.90202,21.97727,32.27912
90024,VINILANDIA USA,18304,Satellite Svgn Blanc Marlbor,49.0,285.18,5.82,12.99,750,151.0,1281.99,628.26,16.81,2802.64,996.81,77.7549,3.08163,4.49537
90027,POVERTY LANE ORCHARDS,15891,Farnum Hill Dooryard Cider,51.0,413.1,8.1,11.99,750,42.0,503.58,227.81,4.68,229.88,90.48,17.96735,0.82353,1.21903
90047,CRUSH WINES,17194,Uvaggio Primitivo Lodi,54.0,446.58,8.27,11.99,750,135.0,1618.65,551.54,15.07,1457.73,1172.07,72.41034,2.5,3.62455
90047,CRUSH WINES,23218,Tangent Chard,663.0,4442.1,6.7,9.99,750,685.0,6843.15,2967.03,76.34,1457.73,2401.05,35.08691,1.03318,1.54052
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,22.0,307.78,167.88,2.45,8014.98,102.52,33.30951,1.0,1.49946
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,41.0,573.59,321.77,4.57,8014.98,368.33,64.21486,1.86364,2.79446
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,16.0,223.84,167.88,1.78,8014.98,18.58,8.30057,0.72727,1.09052
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,31.0,433.69,223.84,3.45,8014.98,228.43,52.67126,1.40909,2.11288
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,21.0,293.79,237.83,2.32,8014.98,88.53,30.13377,0.95455,1.43131
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,67.0,937.33,391.72,7.47,8014.98,732.07,78.10163,3.04545,4.56655
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,85.0,1189.15,797.43,9.42,8014.98,983.89,82.73893,3.86364,5.79338
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,71.0,993.29,657.53,7.87,8014.98,788.03,79.33534,3.22727,4.83918
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,128.0,1790.72,1273.09,14.17,8014.98,1585.46,88.53757,5.81818,8.72415
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,138.0,1930.62,1189.15,15.3,8014.98,1725.36,89.36818,6.27273,9.40573
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,286.0,4001.14,2420.27,31.76,8014.98,3795.88,94.86996,13.0,19.49303
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,41.0,573.59,377.73,4.55,8014.98,368.33,64.21486,1.86364,2.79446
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,20.0,279.8,153.89,2.22,8014.98,74.54,26.64046,0.90909,1.36315
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,21.0,293.79,223.84,2.33,8014.98,88.53,30.13377,0.95455,1.43131
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,25.0,349.75,209.85,2.79,8014.98,144.49,41.31237,1.13636,1.70394
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,31.0,433.69,223.84,3.45,8014.98,228.43,52.67126,1.40909,2.11288
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,33.0,461.67,307.78,3.66,8014.98,256.41,55.53967,1.5,2.2492
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,58.0,811.42,363.74,6.46,8014.98,606.16,74.70361,2.63636,3.95313
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,87.0,1217.13,811.42,9.64,8014.98,1011.87,83.13574,3.95455,5.9297
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,70.0,979.3,643.54,7.76,8014.98,774.04,79.04013,3.18182,4.77102
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,147.0,2056.53,1399.0,16.29,8014.98,1851.27,90.01911,6.68182,10.01915
653,STATE WINE & SPIRITS,23257,Jason Stephens Syrah,22.0,205.26,9.33,13.99,750,138.0,1930.62,1245.11,15.28,8014.98,1725.36,89.36818,6.27273,9.40573
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,1.0,43.99,43.99,0.11,19016.59,15.61,35.48534,1.0,1.55004
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,6.0,263.94,175.96,0.66,19016.59,235.56,89.24756,6.0,9.30021
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,8.0,351.92,263.94,0.89,19016.59,323.54,91.93567,8.0,12.40028
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,10.0,439.9,307.93,1.1,19016.59,411.52,93.54853,10.0,15.50035
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,7.0,307.93,307.93,0.77,19016.59,279.55,90.78362,7.0,10.85025
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,12.0,527.88,395.91,1.32,19016.59,499.5,94.62378,12.0,18.60042
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,6.0,263.94,175.96,0.66,19016.59,235.56,89.24756,6.0,9.30021
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,2.0,87.98,87.98,0.22,19016.59,59.6,67.74267,2.0,3.10007
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,9.0,395.91,219.95,1.0,19016.59,367.53,92.8317,9.0,13.95032
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,5.0,219.95,175.96,0.55,19016.59,191.57,87.09707,5.0,7.75018
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,3.0,131.97,131.97,0.33,19016.59,103.59,78.49511,3.0,4.65011
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,4.0,175.96,175.96,0.44,19016.59,147.58,83.87133,4.0,6.20014
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,1.0,43.99,43.99,0.11,19016.59,15.61,35.48534,1.0,1.55004
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,6.0,263.94,175.96,0.66,19016.59,235.56,89.24756,6.0,9.30021
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,8.0,351.92,263.94,0.89,19016.59,323.54,91.93567,8.0,12.40028
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,9.0,395.91,263.94,0.99,19016.59,367.53,92.8317,9.0,13.95032
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,5.0,219.95,219.95,0.55,19016.59,191.57,87.09707,5.0,7.75018
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,3.0,131.97,131.97,0.33,19016.59,103.59,78.49511,3.0,4.65011
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,13.0,571.87,439.9,1.43,19016.59,543.49,95.03733,13.0,20.15046
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,5.0,219.95,131.97,0.55,19016.59,191.57,87.09707,5.0,7.75018
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,2.0,87.98,87.98,0.22,19016.59,59.6,67.74267,2.0,3.10007
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,11.0,483.89,263.94,1.22,19016.59,455.51,94.13503,11.0,17.05039
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,3.0,131.97,131.97,0.33,19016.59,103.59,78.49511,3.0,4.65011
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,3.0,131.97,131.97,0.33,19016.59,103.59,78.49511,3.0,4.65011
2000,SOUTHERN WINE & SPIRITS NE,24314,Ch Pez 12 St-Estephe,1.0,28.38,28.38,43.99,750,4.0,175.96,175.96,0.44,19016.59,147.58,83.87133,4.0,6.20014
2000,SOUTHERN WINE & SPIRITS NE,24479,ZIPZ Pnt Grigio,6.0,6.9,1.15,1.79,187,6.0,10.74,1.79,0.17,19016.59,3.84,35.75419,1.0,1.55652
2000,SOUTHERN WINE & SPIRITS NE,24479,ZIPZ Pnt Grigio,6.0,6.9,1.15,1.79,187,6.0,10.74,1.79,0.17,19016.59,3.84,35.75419,1.0,1.55652
4425,MARTIGNETTI COMPANIES,21259,Paul Hobbs Crossbarn Rose PN,24.0,303.84,12.66,18.99,750,21.0,398.79,170.91,2.35,144929.24,94.95,23.80952,0.875,1.3125
4425,MARTIGNETTI COMPANIES,21259,Paul Hobbs Crossbarn Rose PN,24.0,303.84,12.66,18.99,750,18.0,341.82,113.94,2.01,144929.24,37.98,11.11111,0.75,1.125
4425,MARTIGNETTI COMPANIES,21259,Paul Hobbs Crossbarn Rose PN,24.0,303.84,12.66,18.99,750,33.0,626.67,189.9,3.7,144929.24,322.83,51.51515,1.375,2.0625
7153,PINE STATE TRADING CO,22940,Leoville Poyfre St Julien 09,2.0,413.4,206.7,307.99,1500,2.0,615.98,307.99,0.45,15884.82,202.58,32.88743,1.0,1.49003
7153,PINE STATE TRADING CO,22940,Leoville Poyfre St Julien 09,2.0,413.4,206.7,307.99,1500,4.0,1231.96,615.98,0.9,15884.82,818.56,66.44372,2.0,2.98007
7153,PINE STATE TRADING CO,22940,Leoville Poyfre St Julien 09,2.0,413.4,206.7,307.99,1500,4.0,1231.96,615.98,0.9,15884.82,818.56,66.44372,2.0,2.98007
7153,PINE STATE TRADING CO,22940,Leoville Poyfre St Julien 09,2.0,413.4,206.7,307.99,1500,2.0,615.98,307.99,0.45,15884.82,202.58,32.88743,1.0,1.49003
9552,M S WALKER INC,11529,Benvolio Pnt Grigio Friuli,122.0,458.72,3.76,9.99,750,88.0,509.52,121.59,9.86,55551.82,50.8,9.97017,0.72131,1.11074
9552,M S WALKER INC,11529,Benvolio Pnt Grigio Friuli,122.0,458.72,3.76,9.99,750,163.0,943.77,283.71,18.26,55551.82,485.05,51.39494,1.33607,2.0574
9552,M S WALKER INC,11529,Benvolio Pnt Grigio Friuli,122.0,458.72,3.76,9.99,750,413.0,2391.27,631.11,46.28,55551.82,1932.55,80.81689,3.38525,5.21292
9552,M S WALKER INC,11529,Benvolio Pnt Grigio Friuli,122.0,458.72,3.76,9.99,750,91.0,526.89,127.38,10.2,55551.82,68.17,12.93818,0.7459,1.14861
9552,M S WALKER INC,11529,Benvolio Pnt Grigio Friuli,122.0,458.72,3.76,9.99,750,238.0,1378.02,301.08,26.69,55551.82,919.3,66.71166,1.95082,3.00405
9552,M S WALKER INC,11529,Benvolio Pnt Grigio Friuli,122.0,458.72,3.76,9.99,750,341.0,1974.39,613.74,38.19,55551.82,1515.67,76.76649,2.79508,4.30413
